key,component,file,line,message,severity,type,status
a55fcdf0-945f-457a-a100-cd679c95535e,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveAllDynamicConfigSectionsResponseTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveAllDynamicConfigSectionsResponseTest.java,27,"Define a constant instead of duplicating this literal ""ns:test"" 3 times.",CRITICAL,CODE_SMELL,OPEN
9d3eaf47-f514-4194-b064-755e3eff99dd,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveAllDynamicConfigSectionsTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveAllDynamicConfigSectionsTest.java,26,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
52dc1ac6-7736-42bf-992d-4ff7e15984d8,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveDynamicConfigSectionTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveDynamicConfigSectionTest.java,28,"Define a constant instead of duplicating this literal ""ns:test-id"" 4 times.",CRITICAL,CODE_SMELL,OPEN
c46f0410-faba-44ca-a052-3099bcf9c48c,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveDynamicConfigSectionTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveDynamicConfigSectionTest.java,29,"Define a constant instead of duplicating this literal ""scope1"" 4 times.",CRITICAL,CODE_SMELL,OPEN
0b77e684-43f3-4b7b-bf1a-a774efccc11b,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveMergedWotValidationConfigResponseTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveMergedWotValidationConfigResponseTest.java,30,"Define a constant instead of duplicating this literal ""ns:test"" 3 times.",CRITICAL,CODE_SMELL,OPEN
284902ee-46ee-4667-9f64-9f889148762a,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveWotValidationConfigResponseTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveWotValidationConfigResponseTest.java,28,"Define a constant instead of duplicating this literal ""ns:test"" 3 times.",CRITICAL,CODE_SMELL,OPEN
edeb530e-c0ad-4f60-9119-263b360c12b4,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveWotValidationConfigResponseTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveWotValidationConfigResponseTest.java,29,"Define a constant instead of duplicating this literal ""enabled"" 3 times.",CRITICAL,CODE_SMELL,OPEN
64c4d563-2317-4a12-984d-69e632b83015,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveWotValidationConfigTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/commands/RetrieveWotValidationConfigTest.java,30,"Define a constant instead of duplicating this literal ""ns:test-id"" 4 times.",CRITICAL,CODE_SMELL,OPEN
41a073c0-4373-48d1-8b8d-48dd83570e12,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/DynamicConfigSectionMergedTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/DynamicConfigSectionMergedTest.java,31,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
4bc4749d-e80a-4e46-b09d-db2c91060728,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/DynamicConfigSectionMergedTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/DynamicConfigSectionMergedTest.java,33,"Define a constant instead of duplicating this literal ""scope1"" 3 times.",CRITICAL,CODE_SMELL,OPEN
1acafcee-028e-4c36-a385-cc7147bd1d04,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigCreatedTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigCreatedTest.java,30,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
ea4ad8fc-64c3-4e43-8c07-265450fc2424,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigDeletedTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigDeletedTest.java,28,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
60e6ca4b-0f33-419d-9d58-b887a3353bb0,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigDeletedTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigDeletedTest.java,61,This block of commented-out lines of code should be removed.,MAJOR,CODE_SMELL,OPEN
77e67d62-1151-4fb4-9091-12a664abd256,ditto:things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigModifiedTest.java,things/model/src/test/java/org/eclipse/ditto/things/model/devops/events/WotValidationConfigModifiedTest.java,31,"Define a constant instead of duplicating this literal ""ns:test-id"" 3 times.",CRITICAL,CODE_SMELL,OPEN
0adc98a3-a24c-442a-92f8-0648383eeca0,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,48,"Remove this unused ""ddataChangeListener"" private field.",MAJOR,CODE_SMELL,OPEN
d61286c9-c181-4911-a281-c42c07ff80a6,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,135,Use a primitive boolean expression here.,MINOR,CODE_SMELL,OPEN
61648889-cbda-4cc0-9162-8577775c48f4,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,139,Use a primitive boolean expression here.,MINOR,CODE_SMELL,OPEN
63046d78-3d5e-40ac-ab52-73c2dc7fca6c,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,142,Use a primitive boolean expression here.,MINOR,CODE_SMELL,OPEN
d0329151-d2ac-4688-acaf-270581bb67f4,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,things/service/src/main/java/org/eclipse/ditto/things/service/enforcement/pre/WotValidationConfigExistenceChecker.java,154,Use a primitive boolean expression here.,MINOR,CODE_SMELL,OPEN
2cec4314-2834-4ead-ac0a-6009ef654cd2,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategy.java,things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/DeleteWotValidationConfigStrategy.java,114,Remove useless curly braces around statement (sonar.java.source not set. Assuming 8 or greater.),MINOR,CODE_SMELL,OPEN
5f8d876c-a9bb-4eb5-bb52-b1e80784012c,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategy.java,things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategy.java,89,"Remove this useless assignment to local variable ""error"".",MAJOR,CODE_SMELL,OPEN
a1ca421e-5245-4122-9ca2-9f983721158a,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategy.java,things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategy.java,96,"Remove this useless assignment to local variable ""mergedConfig"".",MAJOR,CODE_SMELL,OPEN
7ab12d37-36be-4def-9add-cdc3e2cb75b2,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategy.java,things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/RetrieveMergedWotValidationConfigStrategy.java,98,"Remove this useless assignment to local variable ""response"".",MAJOR,CODE_SMELL,OPEN
2c5974d0-c565-4032-873f-f812f182fd16,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigDData.java,things/service/src/main/java/org/eclipse/ditto/things/service/persistence/actors/strategies/commands/WotValidationConfigDData.java,145,A Singleton implementation was detected. Make sure the use of the Singleton pattern is required and the implementation is the right one for the context.,INFO,CODE_SMELL,OPEN
ac2d688c-4e01-4b9c-83b3-abfd44b61cf9,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/starter/ThingsRootActor.java,things/service/src/main/java/org/eclipse/ditto/things/service/starter/ThingsRootActor.java,229,"Remove this useless assignment to local variable ""newConfigs"".",MAJOR,CODE_SMELL,OPEN
787dc8e0-81fc-443e-93d3-9138ed2c67c0,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/starter/ThingsRootActor.java,things/service/src/main/java/org/eclipse/ditto/things/service/starter/ThingsRootActor.java,235,"Remove this useless assignment to local variable ""firstJson"".",MAJOR,CODE_SMELL,OPEN
2959e6d5-d0fc-45ef-b062-499c21552450,ditto:things/service/src/main/java/org/eclipse/ditto/things/service/starter/ThingsRootActor.java,things/service/src/main/java/org/eclipse/ditto/things/service/starter/ThingsRootActor.java,236,"Remove this useless assignment to local variable ""firstConfig"".",MAJOR,CODE_SMELL,OPEN
373e4b8b-ae39-49f0-bb46-01e51541bd33,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,159,Reduce the total number of break and continue statements in this loop to use at most one.,MINOR,CODE_SMELL,OPEN
70c6de87-b9d0-4bdd-aaa9-4a164ca233a4,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,224,"Remove this unused private ""createPersistenceActorFor"" method.",MAJOR,CODE_SMELL,OPEN
093a0249-7cf6-4be1-9745-84455d149196,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,233,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
a6425aa2-4e01-46af-8af8-0554d2a0a1ed,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,233,Use another way to initialize this instance.,MINOR,BUG,OPEN
c5647084-f324-426c-8b81-34e13c5a835e,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,247,Use another way to initialize this instance.,MINOR,BUG,OPEN
e28a7781-8af7-4977-a3d2-4fa1c1cd7037,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,247,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
00f23c57-5c4b-4d38-8194-c50bbb1e7bb2,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,287,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
fae5bfe7-2fa5-4803-8ba7-09752bfcc5f3,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,287,Use another way to initialize this instance.,MINOR,BUG,OPEN
2580b02f-c11d-47c1-9cea-97ed567de5aa,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,309,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
8a3233d4-c746-4e22-941b-131c124129b5,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,342,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
a84e0fb5-6fad-4702-98ba-fde58593b556,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,342,Use another way to initialize this instance.,MINOR,BUG,OPEN
e732d16c-fe40-48dd-801b-f50a545471f8,ditto:things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,things/service/src/test/java/org/eclipse/ditto/things/service/persistence/actors/WotValidationConfigPersistenceActorTest.java,392,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,CODE_SMELL,OPEN
